"Name","NA_Sales","Year","Genre"
"fushigi no dungeon: furai no shiren 2 - oni shuurai! shiren shiro!","0","2000","Role-Playing"
"fushigi no dungeon: fuurai no shiren 3 portable","0","2010","Role-Playing"
"fushigi no dungeon: fuurai no shiren 5 - fortune tower to unmei no dice","0","2010","Role-Playing"
"fushigi no dungeon: fuurai no shiren gb: tsukikagemura no kaibutsu","0","1996","Role-Playing"
"fushigi? kagaku: nazotoki quiz training - nazotore","0","2008","Misc"
"futurama","0.04","2003","Platform"
"future card buddy fight: yuujou no bakunetsu fight","0","2015","Action"
"future cop l.a.p.d.","0.16","1997","Simulation"
"future tactics: the uprising","0.02","2004","Strategy"
"futureu: the prep game for sat","0.07","2008","Misc"
"fuun shinsengumi bakumatsuden portable","0.01","2009","Action"
"fuuraiki 3","0","2015","Action"
"fuzion frenzy","0.93","2001","Misc"
"fuzion frenzy 2","0.14","2007","Misc"
"g darius","0.04","1997","Shooter"
"g-force","0.27","2009","Action"
"g-police","0.13","1997","Action"
"g-police: weapons of justice","0.03","1999","Action"
"g-saviour","0","2000","Action"
"g.i. joe: the rise of cobra","0.11","2009","Action"
"g1 grand prix","0","2012","Action"
"g1 jockey 2","0","2000","Sports"
"g1 jockey 3","0.02","2002","Sports"
"g1 jockey 4 2007","0","2007","Sports"
"g1 jockey 4 2008","0","2008","Sports"
"g1 jockey wii","0","2007","Sports"
"ga - geijutsuka art design class: slapstick wonder land","0","2010","Adventure"
"gabrielle's ghostly groove 3d","0.08","2011","Adventure"
"gacharoku","0","2002","Misc"
"gachitora! abarenbou kyoushi in high school","0","2011","Action"
"gadget racers","0.04","2000","Racing"
"gadget racers (pal)","0","2002","Racing"
"gaia saver hero saidai no sakusen","0","1994","Role-Playing"
"gaist crusher","0","2013","Action"
"gaist crusher god","0","2014","Action"
"gakken ds: shin toeic test kanzen kouryaku","0","2007","Misc"
"gaku ? ou: the royal seven stars","0","2012","Role-Playing"
"gakuen alice: wakuwaku * happy friends","0","2007","Adventure"
"gakuen hetalia","0","2012","Adventure"
"gakuen hetalia portable","0","2011","Adventure"
"gakuen k: wonderful school days","0","2014","Adventure"
"gakusen toshi asterisk festa: houka kenran","0","2016","Fighting"
"gal gun","0","2012","Shooter"
"gal gun: double peace","0","2015","Action"
"gal*gun","0","2011","Shooter"
"galactic attack","0","1994","Shooter"
"galactic taz ball","0.09","2010","Platform"
"galactic wrestling: featuring ultimate muscle","0.03","2004","Fighting"
"galaga: destination earth","0.13","2000","Shooter"
"galaxian","0.72","1982","Shooter"
"galaxy angel ii: eigou kaiki no koku","0","2009","Strategy"
"galaxy angel ii: mugen kairou no kagi","0","2007","Strategy"
"galaxy angel ii: zettairyouiki no tobira","0","2006","Strategy"
"galaxy fight","0","1994","Fighting"
"galaxy racers","0.04","2010","Racing"
"gale racer","0","1994","Racing"
"galerians","0.08","1999","Adventure"
"galerians: ash","0.03","2002","Adventure"
"galidor: defenders of the outer dimension","0.09","2002","Action"
"galileo","0","2008","Adventure"
"galleon: islands of mystery","0.02","2004","Action"
"gallop & ride!","0.14","2008","Sports"
"gallop racer","0","1999","Sports"
"gallop racer (jp)","0.04","1996","Sports"
"gallop racer 2: one and only road to victory","0","1997","Sports"
"gallop racer 2000","0","2000","Sports"
"gallop racer 2001","0.05","2001","Sports"
"gallop racer 2003: a new breed","0.04","2002","Sports"
"gallop racer 2004","0.03","2004","Sports"
"gallop racer 2006","0.02","2005","Sports"
"gallop racer inbreed","0","2006","Sports"
"gambler densetsu tetsuya","0","2001","Adventure"
"game & wario","0.06","2013","Misc"
"game & watch gallery","0.63","1997","Misc"
"game & watch gallery 2","0.76","1997","Misc"
"game & watch gallery 3","0.79","1999","Misc"
"game & watch gallery 4","0.43","2002","Misc"
"game book ds: sword world 2.0","0","2009","Role-Playing"
"game center cx: 3-choume no arino","0","2014","Action"
"game center cx: arino no chousenjou 2","0","2009","Action"
"game de hakken!! tamagotchi 2","0","1997","Simulation"
"game hits!","0.07","2010","Misc"
"game no kanzume vol 1","0","1994","Misc"
"game no kanzume vol 2","0","1994","Misc"
"game of thrones","0.15","2012","Role-Playing"
"game of thrones (telltale)","0.02","2015","Adventure"
"game party","1.5","2007","Misc"
"game party 2","1.3","2008","Misc"
"game party 3","1.43","2009","Puzzle"
"game party in motion","0.36","2010","Misc"
"game party: champions","0.09","2012","Action"
"gameboy gallery","0","1995","Misc"
"gameboy wars","0","1991","Strategy"
"games around the world","0.01","2010","Misc"
"games explosion!","0.01","2006","Action"
"ganbare goemon 2: kiteretsu shougun magginesu","0","1993","Platform"
"ganbare goemon 3: shishi jyuurokubei no karakuri manji katame","0","1994","Platform"
"ganbare goemon: kirakira douchuu - boku ga dancer ni natta riyuu","0","1995","Platform"
"ganbare goemon: toukai douchuu ooedo tengurigaeshi no maki","0","2005","Action"
"ganbare goemon! karakuri douchuu","0","1986","Platform"
